RA,Turma,Nome,Ano_Nascimento,Idade,Gênero,Ano ingresso,Instituição de ensino,Pedra,INDE,Cg,Cf,Ct,Numero_Avaliacoes,Rec Av1,Rec Av2,Rec Av3,Rec Av4,IAA,IEG,IPS,Rec Psicologia,IDA,Indicado,Atingiu PV,IPV,IAN,Defasagem,Destaque IEG,Destaque IDA,Destaque IPV,Ano_Coleta_Dados
RA-551,G,Aluno-551,2010,12,Menina,2018,Escola Pública,Ágata,"6,853","539,000",136,4,2,Mantido na Fase atual,Promovido de Fase,Não avaliado,,"8,5","7,3","6,9",Sem limitações,"6,6",Não,Não,"7,333","5,000",-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-552,G,Aluno-552,2011,11,Menino,2022,Escola Pública,Ágata,"6,625","617,000",149,7,2,Mantido na Fase atual,Promovido de Fase,Não avaliado,,"9,5","8,8","5,0",Não indicado,"5,5",Não,Não,"7,167","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-553,G,Aluno-553,2011,11,Menina,2019,Escola Pública,Ágata,"6,390","663,000",160,8,2,Mantido na Fase atual,Promovido de Fase,Não avaliado,,"9,5","6,9","6,9",Sem limitações,"3,3",Não,Não,"8,167","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-554,G,Aluno-554,2010,12,Menino,2017,Escola Pública,Quartzo,"5,588","776,000",180,12,2,Mantido na Fase atual,Promovido de Fase,Não avaliado,,"7,9","6,0","6,9",Sem limitações,"4,0",Não,Não,"5,750","5,000",-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-555,G,Aluno-555,2010,12,Menino,2019,Escola Pública,Quartzo,"5,949","732,000",174,11,2,Mantido na Fase atual,Promovido de Fase,Não avaliado,,"9,5","8,1","5,0",Não indicado,"4,4",Não,Não,"5,167","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-556,G,Aluno-556,2011,11,Menina,2018,Escola Pública,Ametista,"7,181","436,000",111,3,2,Promovido de Fase,Promovido de Fase,Não avaliado,,"9,0","8,8","5,0",Não indicado,"6,4",Não,Não,"8,250","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-557,H,Aluno-557,2012,10,Menino,2019,Escola Pública,Topázio,"8,334","57,000",10,1,2,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,,"10,0","8,4","7,5",Sem limitações,"9,4",Sim,Sim,"9,333","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-558,H,Aluno-558,2008,14,Menino,2022,Escola Pública,Quartzo,"5,539","786,000",181,8,2,Mantido na Fase atual,Promovido de Fase,Não avaliado,,"9,0","8,5","5,0",Não indicado,"4,3",Não,Não,"4,500","2,500",-3,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-559,H,Aluno-559,2011,11,Menino,2021,Escola Pública,Ametista,"7,634","260,000",67,6,2,Promovido de Fase,Promovido de Fase,Não avaliado,,"9,5","9,2","7,5",Sem limitações,"7,1",Não,Não,"8,083","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-560,H,Aluno-560,2011,11,Menino,2020,Escola Pública,Quartzo,"4,949","826,000",189,11,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"6,9","7,2","5,0",Não indicado,"3,8",Não,Não,"3,750","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-561,H,Aluno-561,2011,11,Menino,2022,Escola Pública,Ametista,"7,856","185,000",43,3,2,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,,"9,0","9,0","7,5",Sem limitações,"7,4",Sim,Sim,"8,833","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-562,H,Aluno-562,2011,11,Menina,2021,Escola Pública,Ametista,"7,855","186,000",44,4,2,Promovido de Fase,Promovido de Fase,Não avaliado,,"8,0","9,0","7,5",Sem limitações,"8,0",Não,Sim,"8,750","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-563,H,Aluno-563,2011,11,Menina,2020,Escola Pública,Topázio,"8,220","81,000",18,2,2,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,,"10,0","9,2","7,5",Sem limitações,"8,5",Sim,Sim,"8,833","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-564,H,Aluno-564,2009,13,Menino,2019,Escola Pública,Quartzo,"4,972","822,000",188,10,2,Promovido de Fase,Promovido de Fase,Não avaliado,,"9,5","3,8","5,0",Não indicado,"2,3",Não,Não,"6,833","5,000",-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-565,H,Aluno-565,2009,13,Menino,2022,Escola Pública,Quartzo,"5,233","809,000",186,9,2,Promovido de Fase,Promovido de Fase,Não avaliado,,"9,0","4,1","7,5",Sem limitações,"2,9",Não,Não,"5,917","5,000",-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-566,H,Aluno-566,2010,12,Menina,2022,Escola Pública,Ametista,"7,729","226,000",58,5,2,Mantido na Fase atual,Promovido de Fase,Não avaliado,,"9,5","8,4","7,5",Sem limitações,"8,5",Não,Não,"7,917","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-567,H,Aluno-567,2011,11,Menino,2019,Escola Pública,Ágata,"6,281","691,000",167,7,2,Mantido na Fase atual,Promovido de Fase,Não avaliado,,"9,5","6,0","7,5",Sem limitações,"4,8",Não,Não,"6,833","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-568,J,Aluno-568,2008,14,Menino,2018,Escola Pública,Ametista,"7,306","385,000",100,8,3,Promovido de Fase,Promovido de Fase,Promovido de Fase,,"8,0","8,6","6,9",Não atendido,"8,3",Não,Não,"7,944","2,500",-3,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-569,J,Aluno-569,2010,12,Menina,2020,Escola Pública,Ametista,"7,074","464,000",118,9,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"9,5","8,7","5,0",Requer avaliação,"6,8",Não,Não,"7,333","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-570,J,Aluno-570,2012,10,Menina,2019,Escola Pública,Quartzo,"5,722","755,000",179,17,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"9,0","7,0","7,5",Não atendido,"1,3",Não,Não,"6,778","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-571,J,Aluno-571,2011,11,Menina,2019,Escola Pública,Ágata,"6,589","630,000",153,13,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"8,5","8,8","7,5",Não atendido,"3,7",Não,Não,"6,944","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-572,J,Aluno-572,2013,9,Menino,2022,Escola Pública,Ametista,"7,480","322,000",83,6,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"8,5","8,0","7,5",Não atendido,"6,8",Não,Não,"6,833","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-573,J,Aluno-573,2011,11,Menino,2020,Escola Pública,Topázio,"8,261","70,000",15,2,3,Promovido de Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,,"9,5","9,9","7,5",Não atendido,"8,2",Sim,Sim,"8,944","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-574,J,Aluno-574,2012,10,Menino,2022,Escola Pública,Ágata,"6,860","534,000",135,11,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"9,5","7,2","5,0",Requer avaliação,"7,5",Não,Não,"6,944","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-575,J,Aluno-575,2010,12,Menino,2019,Escola Pública,Quartzo,"5,889","739,000",175,16,3,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,,"8,0","6,1","7,5",Não atendido,"2,8",Não,Não,"7,000","5,000",-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-576,J,Aluno-576,2012,10,Menina,2022,Escola Pública,Ametista,"7,590","279,000",75,4,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"9,5","9,1","7,5",Não atendido,"7,8",Não,Não,"7,111","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-577,J,Aluno-577,2012,10,Menina,2022,Escola Pública,Ametista,"7,862","182,000",41,3,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"9,5","9,3","7,5",Não atendido,"9,0",Não,Não,"7,111","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-578,J,Aluno-578,2012,10,Menino,2019,Escola Pública,Topázio,"8,814","11,000",3,1,3,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,,"9,5","10,0","8,8",Sem limitações,"9,5",Sim,Sim,"9,611","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-579,J,Aluno-579,2012,10,Menina,2022,Escola Pública,Ágata,"6,067","715,000",171,15,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"8,5","5,8","7,5",Não atendido,"3,8",Não,Não,"7,222","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-580,J,Aluno-580,2012,10,Menina,2020,Escola Pública,Ametista,"7,525","299,000",78,5,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"8,0","9,6","7,5",Não atendido,"7,6",Não,Não,"7,167","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-581,J,Aluno-581,2012,10,Menino,2019,Escola Pública,Ágata,"6,464","648,000",157,14,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"7,5","8,9","7,5",Não atendido,"5,0",Não,Não,"5,889","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-582,J,Aluno-582,2012,10,Menina,2022,Escola Pública,Ametista,"7,064","466,000",119,10,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"10,0","9,0","7,5",Não atendido,"4,9",Não,Não,"7,222","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-583,J,Aluno-583,2010,12,Menina,2019,Escola Pública,Ametista,"7,456","333,000",87,7,3,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,,"8,5","9,4","7,5",Não atendido,"7,1",Não,Não,"7,333","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-584,J,Aluno-584,2012,10,Menina,2019,Escola Pública,Ágata,"6,714","585,000",143,12,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"8,0","8,5","7,5",Não atendido,"4,6",Não,Não,"7,333","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-585,K,Aluno-585,2013,9,Menina,2020,Escola Pública,Ametista,"7,398","362,000",94,7,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"8,5","9,1","7,5",Não atendido,"5,0",Não,Não,"6,889","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-586,K,Aluno-586,2012,10,Menina,2021,Rede Decisão,Ametista,"7,988","146,000",37,3,3,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,,"10,0","9,6","5,6",Requer avaliação,"8,2",Não,Sim,"8,778","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-587,K,Aluno-587,2012,10,Menino,2022,Escola Pública,Ágata,"6,632","615,000",148,10,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"9,5","9,3","7,5",Não atendido,"3,8",Não,Não,"6,167","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-588,K,Aluno-588,2013,9,Menina,2021,Rede Decisão,Topázio,"8,622","26,000",4,2,3,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,,"9,5","10,0","5,6",Sem limitações,"9,3",Não,Não,"8,278","10,000",0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-589,K,Aluno-589,2013,9,Menina,2022,Escola Pública,Ametista,"7,744","219,000",57,4,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"9,5","9,4","7,5",Não atendido,"5,8",Não,Não,"7,056","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-590,K,Aluno-590,2012,10,Menina,2020,Escola Pública,Ametista,"7,435","341,000",90,6,3,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,,"8,5","8,6","7,5",Não atendido,"7,4",Não,Não,"7,611","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-591,K,Aluno-591,2011,11,Menino,2021,Escola Pública,Ametista,"7,507","305,000",80,5,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,"9,5","9,3","7,5",Não atendido,"7,1",Não,Não,"7,389","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-592,K,Aluno-592,2012,10,Menina,2020,Escola Pública,Ametista,"7,381","368,000",96,9,3,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,,"8,0","8,5","5,6",Requer avaliação,"8,4",Não,Não,"7,778","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-593,K,Aluno-593,2012,10,Menina,2021,Escola Pública,Ágata,"6,254","694,000",168,11,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,"7,5","7,4","7,5",Não atendido,"4,6",Não,Não,"6,278","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-594,K,Aluno-594,2012,10,Menino,2022,Escola Pública,Ametista,"7,392","364,000",95,8,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"8,0","9,4","7,5",Não atendido,"7,8",Não,Não,"6,889","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-595,K,Aluno-595,2010,12,Menino,2018,Escola Pública,Quartzo,"5,180","813,000",187,12,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"8,5","5,5","7,5",Não atendido,"1,0",Não,Não,"6,000","5,000",-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-596,K,Aluno-596,2013,9,Menina,2021,Escola Pública,Topázio,"8,971","4,000",1,1,3,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,,"9,5","10,0","7,5",Sem limitações,"9,3",Sim,Sim,"9,000","10,000",0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-597,L,Aluno-597,2013,9,Menino,2022,Escola Pública,Topázio,"8,265","67,000",14,1,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"9,0","10,0","7,5",Sem limitações,"8,0",Não,Não,"7,056","10,000",0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-598,L,Aluno-598,2011,11,Menina,2022,Escola Pública,Ágata,"6,350","669,000",162,13,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"9,5","7,2","7,5",Sem limitações,"3,7",Não,Não,"6,944","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-599,L,Aluno-599,2012,10,Menino,2022,Escola Pública,Topázio,"8,200","85,000",19,2,3,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,,"9,5","9,2","7,5",Sem limitações,"9,1",Sim,Sim,"8,556","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-600,L,Aluno-600,2013,9,Menina,2021,Escola Pública,Ágata,"7,011","483,000",126,10,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"8,5","8,4","7,5",Sem limitações,"3,9",Não,Não,"6,833","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
